Wavelength,Work,label,0.727581795
530.62,9.94492,-1,0.00921594
513.55,8.06209,-1,0.540088942
999.13,43.0068,1,0.306820652
546.76,17.52223,1,0.451954249
698.94,30.66619,1,0.532714758
742.57,47.60793,-1,0.740142119
631.03,21.3389,1,0.899299756
736.81,46.70871,1,0.602215839
799.76,50.61892,-1,0.251382481
745.93,47.5482,-1,0.587942323
647.27,13.27688,-1,0.950419246
784.37,46.29875,1,0.146191763
791.58,46.06041,1,0.438272137
692.23,17.15634,-1,0.680282645
896.64,47.10555,1,0.083353006
927.56,44.9646,1,0.801988134
561.96,20.31181,1,0.439473643
706.6,36.57945,1,0.294885836
697.02,28.07959,1,0.986117696
686.49,14.06087,-1,0.478433062
925.62,47.82209,-1,0.178057978
958.01,39.4532,1,0.190299361
813.72,52.87246,-1,0.271415314
556.73,19.44407,1,0.867744288
934.8,43.31957,1,0.97765311
651.09,12.60156,-1,0.595499586
928.52,44.26312,1,0.378391797
938.67,43.1207,-1,0.062253233
990.42,41.79666,1,0.523432392
1026.25,43.60441,-1,0.681631904
1026.73,37.7633,-1,0.511630209
658.74,18.35923,1,0.098404527
975.42,38.39739,1,0.420420162
1046.59,44.63485,-1,0.23525019
532.04,10.37296,-1,0.900476411
752.65,46.98455,1,0.230965778
759.86,46.29456,1,0.086303191
682.18,13.27342,-1,0.431065013
892.78,48.21061,1,0.160658877
842.14,50.11771,-1,0.778466862
1004.46,44.81419,1,0.551025393
835.39,46.22409,1,0.284498387
838.28,51.43412,-1,0.612961523
987.04,40.37265,1,0.58507044
551.51,18.86101,1,0.857407122
514.02,7.17664,-1,0.71685184
637.24,14.41917,-1,0.681438954
590.51,14.00209,-1,0.235673159
951.24,42.50576,1,0.222254989
583.84,19.59293,1,0.085430387
628.17,14.50313,-1,0.240645591
762.74,46.53393,1,0.135332854
874.44,49.27253,-1,0.135674449
899.06,49.26587,-1,0.376049415
580.99,19.51688,1,0.052100588
719.54,41.71081,1,0.871369231
518.29,8.11229,-1,0.574669287
579.56,14.26414,-1,0.507530833
939.64,44.55611,-1,0.584440463
773.79,46.11991,1,0.374174485
961.88,39.67398,1,0.503110685
644.4,13.34392,-1,0.896586646
827.68,46.29013,1,0.537720052
745.93,45.94053,1,0.818674522
502.18,10.37912,1,0.729488722
687.92,14.2969,-1,0.484030676
688.88,15.39122,-1,0.603864757
511.18,7.60229,-1,0.918213072
848.4,47.258,1,0.805836671
771.87,48.58448,-1,0.484170455
704.69,29.66757,-1,0.745775116
889.89,47.75894,1,0.63328258
781.49,46.12664,1,0.123191391
587.65,19.79762,1,0.711648673
665.43,18.32015,1,0.037611141
689.36,15.25971,-1,0.807096749
829.61,50.42843,-1,0.681342302
821.42,46.56757,1,0.787008978
790.14,46.50453,1,0.588146421
820.46,46.03778,1,0.064868474
642.97,13.98027,-1,0.420289215
658.26,18.66932,1,0.509957036
982.2,36.86846,-1,0.515956705
726.74,43.77225,-1,0.663825512
1007.36,40.6664,-1,0.487177142
678.83,18.53689,1,0.418357016
1033.51,50.84012,1,0.173193605
553.41,18.41095,1,0.613242097
650.62,13.09313,-1,0.099642634
743.53,47.69069,-1,0.094367435
756.02,45.68454,1,0.228032546
980.74,36.49838,-1,0.961834435
763.22,48.6379,-1,0.750020043
811.31,50.84216,-1,0.534514649
709,37.61044,1,0.139642476
986.07,37.31565,-1,0.342031235
888.44,46.78625,1,0.660009182
583.84,14.12737,-1,0.289605943
819.02,51.98484,-1,0.918651153
797.84,45.72608,1,0.68487152
682.66,19.22075,1,0.336112102
770.91,48.36555,-1,0.604497912
612.43,21.33664,1,0.945004648
618.63,14.11023,-1,0.655693095
573.85,19.62049,1,0.034684088
791.58,51.72904,-1,0.972506547
939.64,44.12669,1,0.645061044
1019.95,42.77067,-1,0.518284624
615.29,14.88556,-1,0.823459372
570.04,20.68136,1,0.648791604
502.18,6.53506,-1,0.890513516
508.34,8.14499,-1,0.304845125
908.72,46.77479,1,0.839924105
859.97,46.33301,1,0.701987718
929.49,47.84577,-1,0.719180713
837.8,50.03263,-1,0.37741082
753.62,46.70922,1,0.567026065
642.02,20.0684,1,0.586783788
919.82,46.65645,1,0.530904684
623.4,21.15301,1,0.568000177
772.35,49.62053,-1,0.991211392
873,46.44576,1,0.212607617
953.66,40.88511,1,0.615888857
505.49,12.01632,1,0.094010816
654.44,18.5604,1,0.713844713
581.46,19.84957,1,0.646569076
972.52,40.61404,1,0.137776764
819.02,47.31629,1,0.101423431
822.39,47.0429,1,0.1207895
891.33,49.51638,-1,0.185927456
673.57,18.28787,1,0.174558303
533.46,15.79603,1,0.182263073
1003.49,40.06713,-1,0.687678434
1027.22,43.27354,1,0.743023983
931.42,45.23145,1,0.264586108
890.37,51.49411,-1,0.940970294
642.49,13.87669,-1,0.236925413
567.19,20.31311,1,0.834768871
806.02,50.52734,-1,0.607690518
715.71,39.57897,1,0.628103175
770.43,47.24103,1,0.385334059
634.38,14.08417,-1,0.407341586
792.06,45.83324,1,0.07444863
807.46,45.96418,1,0.670005132
844.07,47.0033,1,0.062957348
828.17,47.77343,1,0.087298634
666.87,12.30921,-1,0.450346447
766.59,46.36293,1,0.776625361
643.93,13.29496,-1,0.654110706
729.14,45.63618,1,0.611788833
598.13,14.75154,-1,0.595593967
754.1,46.09525,1,0.983933007
794.95,49.66065,-1,0.522446477
987.52,38.62277,-1,0.194985234
978.33,36.6332,-1,0.027159194
954.14,41.12696,1,0.968397508
806.02,45.90322,1,0.293210784
902.92,47.8491,1,0.765140058
501.23,10.47315,1,0.289522471
713.31,39.8361,1,0.587963433
651.57,18.7753,1,0.326850376
602.42,20.27302,1,0.668966414
559.58,13.07396,-1,0.130242549
671.65,12.15474,-1,0.529963714
677.87,19.06744,1,0.476454288
699.42,30.30931,1,0.108637971
1048.05,48.49726,1,0.62027737
600.99,20.41885,1,0.458149222
907.27,49.12225,-1,0.513409482
866.73,46.71524,1,0.824337359
709,33.78597,-1,0.114331386
555.31,12.44637,-1,0.5009179
713.79,39.95499,1,0.283975516
906.3,46.14304,1,0.577296482
639.63,20.1749,1,0.989998903
958.01,37.98319,-1,0.524233613
552.46,18.73505,1,0.123910375
639.15,20.53655,1,0.864283638
866.73,50.51963,-1,0.964179175
546.76,12.09894,-1,0.141073292
989.45,36.58434,-1,0.478586716
751.21,48.03656,-1,0.661023442
944.95,41.08673,-1,0.875913112
788.22,49.26523,-1,0.815808985
563.86,13.91453,-1,0.547027795
641.06,20.57842,1,0.206268102
701.81,27.47167,-1,0.674692666
756.5,46.49206,1,0.326368611
916.44,46.73617,1,0.346347115
538.68,11.19608,-1,0.238223669
1007.36,44.94115,1,0.434224602
760.82,48.81815,-1,0.248486666
654.44,12.3439,-1,0.751399174
1037.39,46.54378,-1,0.617228596
655.87,18.5048,1,0.532489574
709.48,34.30227,-1,0.793542549
521.61,9.24578,-1,0.112055762
992.36,42.27471,1,0.348672617
1030.61,44.63203,-1,0.030541489
746.89,46.32017,1,0.307079971
990.91,38.234,-1,0.594007324
894.23,49.64656,-1,0.724059883
921.27,46.94079,-1,0.759803901
1009.78,42.83871,1,0.265315164
534.89,10.74017,-1,0.017667486
757.94,46.42521,-1,0.539352793
697.5,28.34955,1,0.872818635
798.32,46.72248,1,0.659231609
990.91,45.0623,1,0.655274693
927.07,45.26385,1,0.128095804
534.41,16.1898,1,0.855343498
577.18,19.90518,1,0.008663264
564.34,14.27125,-1,0.267645368
571.47,19.50441,1,0.390496996
936.25,44.96645,-1,0.97030228
941.09,43.13449,1,0.075836019
631.51,14.65557,-1,0.350364228
787.74,50.54915,-1,0.235892785
876.86,47.05606,1,0.598876868
623.4,14.00222,-1,0.313608566
601.94,13.98444,-1,0.383721097
512.6,12.45797,1,0.674935578
940.6,43.66343,1,0.836982018
546.28,12.14617,-1,0.845531311
680.26,19.10115,1,0.225837632
956.56,40.50706,1,0.755995229
796.39,46.72442,1,0.437519484
964.3,39.21958,-1,0.598689722
998.65,37.96935,-1,0.901907486
517.34,13.16823,1,0.420709524
630.56,14.64483,-1,0.919414656
901.47,49.67432,1,0.326230974
549.13,18.02145,1,0.424312642
656.35,18.2719,1,0.561193161
716.67,38.54355,-1,0.980248137
933.84,46.32085,-1,0.06315838
864.8,45.56637,1,0.65411809
1008.33,43.77192,1,0.682454131
924.17,47.51241,1,0.305755978
593.37,20.11956,1,0.880162837
893.75,48.72024,1,0.061512754
621.97,20.18895,1,0.644538902
528.25,9.56423,-1,0.905656287
882.65,45.75038,1,0.692861185
880.23,48.06043,1,0.026543294
903.89,46.53761,1,0.174066677
580.04,20.07241,1,0.666082474
750.25,45.87058,1,0.71839285
542.48,16.19771,1,0.542128224
929.97,44.23129,1,0.206596346
718.59,42.35767,1,0.484313848
970.1,38.25781,1,0.746798675
679.31,12.86392,-1,0.190034525
777.64,49.36903,-1,0.544254288
917.41,46.91689,1,0.172627491
851.78,49.63551,-1,0.860242084
815.65,47.52497,1,0.620019224
673.09,12.57758,-1,0.542901855
575.75,13.88059,-1,0.645813322
632.47,21.11893,1,0.922423079
645.84,13.62393,-1,0.849515394
980.26,39.78347,1,0.47606355
975.42,35.07527,-1,0.478582335
725.3,44.12058,1,0.036724342
1032.55,51.24864,1,0.04027674
983.16,40.88527,1,0.345623036
836.36,50.54677,-1,0.209919459
606.71,21.13045,1,0.535151779
513.07,12.57558,1,0.200330028
857.08,46.25488,1,0.930505118
994.29,36.44543,-1,0.260459054
970.58,40.80018,1,0.98726512
804.09,46.82855,1,0.442195504
806.98,45.15363,1,0.436155335
955.59,38.84223,1,0.615561394
779.08,45.48739,1,0.663220992
618.63,20.86117,1,0.307488562
770.91,45.57539,1,0.729198503
738.73,47.0385,-1,0.566503389
929.49,44.32624,1,0.723306965
992.84,41.36853,1,0.795653269
938.67,43.36229,1,0.724682555
612.91,20.84165,1,0.130467795
840.21,47.23806,1,0.274442774
794.47,45.67979,1,0.950487225
541.53,11.68885,-1,0.414778844
727.22,44.57745,1,0.209207469
801.21,50.08482,-1,0.403862227
664,11.79806,-1,0.062947479
683.14,13.24627,-1,0.709181507
515.92,8.6771,-1,0.918997313
832.5,52.07174,-1,0.022266841
505.02,11.51553,1,0.419260514
511.65,7.67032,-1,0.37450844
599.56,14.15957,-1,0.093409819
987.04,39.53796,-1,0.225188575
765.14,48.39271,-1,0.786290629
551.03,18.65483,1,0.15111951
658.74,12.84381,-1,0.452554205
572.9,19.72906,1,0.619256954
946.89,41.18369,-1,0.215638807
889.89,49.63934,-1,0.515104198
787.26,50.64821,-1,0.360258536
638.2,20.66786,1,0.641683976
894.23,48.22688,1,0.508794998
943.02,44.28436,-1,0.190683276
711.87,34.63335,-1,0.809843906
587.18,13.77396,-1,0.171425879
848.89,46.34798,1,0.821893974
891.82,48.25041,1,0.069370893
606.23,14.28251,-1,0.606948049
575.28,20.23732,1,0.950022184
951.72,40.70485,-1,0.067300933
1011.24,36.44809,-1,0.044558044
748.33,47.45983,1,0.960128257
549.13,12.47209,-1,0.270919407
795.91,46.02376,1,0.136301661
717.63,41.16589,1,0.059815185
1001.07,42.80607,1,0.767498713
815.65,51.33364,-1,0.286180061
536.31,16.30995,1,0.391536403
651.09,18.40142,1,0.804691779
509.28,11.84777,1,0.313077103
804.09,51.19188,-1,0.154231899
979.29,37.1677,-1,0.311138066
731.06,45.74845,1,0.821099595
711.4,38.64071,1,0.809302822
755.54,47.58339,-1,0.246620402
668.78,18.00603,1,0.102166563
632.94,14.47667,-1,0.629125482
611,14.77079,-1,0.647691272
1046.59,48.39249,1,0.192550795
798.32,50.48519,-1,0.692019098
682.66,13.51097,-1,0.608787592
557.21,18.68027,1,0.118804865
578.61,19.93746,1,0.07426946
662.56,17.93902,1,0.265009182
1015.11,42.62497,1,0.562988126
535.36,16.99649,1,0.038592116
848.4,51.20904,-1,0.977343913
1032.06,45.6005,-1,0.792910198
884.09,47.20248,1,0.049547631
843.58,52.26576,-1,0.246947448
1039.81,52.99416,-1,0.919922882
732.5,45.75773,1,0.501028227
1006.88,41.93449,-1,0.549552206
603.85,14.35043,-1,0.948966421
706.6,31.75304,-1,0.477105024
686.01,13.75034,-1,0.135052989
1037.87,49.86088,1,0.696576907
1006.4,36.59203,-1,0.32276782
877.34,46.63786,1,0.692584793
888.92,51.59771,-1,0.972417292
631.03,14.86862,-1,0.773455201
590.03,19.59774,1,0.251836992
561.01,13.25579,-1,0.10404834
647.75,13.22973,-1,0.980482217
1020.44,42.50495,-1,0.119834145
525.4,8.80385,-1,0.053916824
504.55,6.97659,-1,0.353520735
671.65,18.13025,1,0.093653575
750.25,48.61585,-1,0.720014439
969.13,38.98543,1,0.425438454
663.04,12.13117,-1,0.085780195
773.79,49.73786,-1,0.370787908
829.61,45.57668,1,0.640754116
1049.5,52.51437,1,0.005156309
648.7,18.73765,1,0.721574308
678.83,12.6145,-1,0.909420543
732.97,45.18552,-1,0.903251185
848.89,49.2021,-1,0.323223882
888.44,50.96717,-1,0.41349826
625.31,14.79718,-1,0.356958984
610.52,20.72541,1,0.153459759
973,36.69804,-1,0.828310751
1012.69,43.72822,1,0.978009633
953.66,37.82495,-1,0.669318764
769.95,48.55529,-1,0.39980878
693.67,18.6468,-1,0.607439363
921.76,46.13114,1,0.077138176
587.18,20.68238,1,0.934838441
736.81,47.12047,-1,0.658427429
504.07,6.6126,-1,0.779314142
573.37,19.90578,1,0.4679535
604.8,14.45593,-1,0.360551541
1025.76,39.56684,-1,0.041623764
786.77,46.00819,1,0.2660833
967.2,37.35792,-1,0.932942629
854.19,51.36143,-1,0.692242241
995.75,39.00898,-1,0.67347698
1048.05,43.02698,-1,0.059614985
916.93,48.83655,-1,0.242127648
670.22,12.44347,-1,0.783544876
807.46,51.23469,-1,0.212585194
878.79,45.94245,1,0.34361021
685.53,19.4957,1,0.925952204
920.79,46.52019,1,0.503140599
541.06,11.76823,-1,0.937364966
739.21,46.35534,-1,0.567682011
912.1,46.17532,1,0.178744948
1024.31,39.58571,-1,0.855537787
947.37,41.18512,-1,0.535290985
776.2,48.80418,-1,0.149677231
702.29,27.65264,-1,0.38685698
634.38,20.20891,1,0.331965173
637.72,14.64525,-1,0.472315633
759.38,45.89526,1,0.462030362
875.41,47.39369,1,0.013315155
718.59,39.95606,-1,0.18070081
554.83,19.10406,1,0.508265354
698.94,24.85912,-1,0.441542624
594.8,13.86766,-1,0.146929479
855.15,46.07158,1,0.163345799
845.51,46.72832,1,0.443959266
1049.99,44.24155,-1,0.064381661
646.32,19.74946,1,0.157605501
597.65,20.31767,1,0.070885481
634.85,20.32773,1,0.574309273
513.07,7.8863,-1,0.044361104
665.91,12.4992,-1,0.232247572
526.82,14.20712,1,0.367878439
851.3,47.05244,1,0.29939213
666.39,17.87821,1,0.808419055
675.48,18.26635,1,0.81104368
608.61,21.34636,1,0.030574649
720.98,43.19422,1,0.346185184
967.2,39.65441,1,0.009539282
519.24,8.55565,-1,0.220120768
880.23,49.66877,-1,0.96879465
1033.03,49.33071,1,0.615830507
632.47,14.31168,-1,0.113277052
867.21,45.77817,1,0.486139107
909.2,48.70839,-1,0.076659184
1038.84,53.69035,1,0.846535029
728.66,43.70581,-1,0.275173077
865.28,51.82586,-1,0.810407208
565.76,19.80724,1,0.856016034
526.35,8.92083,-1,0.888901244
916.93,46.3119,1,0.007496686
551.98,18.24622,1,0.418217794
757.94,45.89997,1,0.280427104
904.37,49.5342,-1,0.891955745
796.39,50.63035,-1,0.848870211
831.54,47.75246,1,0.111385555
867.69,46.9523,1,0.305467285
845.51,49.62528,-1,0.206993903
962.85,37.51991,-1,0.118214201
641.06,13.77971,-1,0.355695554
1040.3,51.99161,1,0.580957634
694.15,19.07657,-1,0.131640048
1049.5,40.53522,-1,0.10511472
969.62,38.03032,1,0.854422216
601.94,20.92124,1,0.201066318
911.61,46.52862,1,0.825343853
630.56,20.75396,1,0.328986575
907.75,49.76001,-1,0.788331834
597.18,20.39569,1,0.073959803
873.48,46.40205,1,0.051861886
629.13,20.94255,1,0.69666694
983.16,36.8651,-1,0.74766286
523.98,14.17894,1,0.973282705
976.39,38.02432,-1,0.22123733
1028.19,46.1054,1,0.92171469
974.94,36.95183,-1,0.530172691
689.84,21.97812,1,0.540898904
749.29,47.93498,-1,0.078150114
875.89,46.82171,1,0.240569167
1036.9,49.58843,1,0.581615298
1013.66,39.8446,-1,0.878367758
852.74,46.11636,1,0.587770384
726.26,45.26114,1,0.135414356
1005.43,37.61871,-1,0.651147182
866.24,50.23871,-1,0.010797255
612.43,14.55306,-1,0.967190346
924.17,47.88332,-1,0.235367722
591.46,13.78672,-1,0.815879157
946.89,41.09677,1,0.480547222
822.87,47.4923,1,0.051791741
510.23,11.27895,1,0.984287241
871.55,47.16955,1,0.628589786
716.19,40.41603,1,0.443347695
823.83,51.9213,-1,0.602968043
775.24,49.37845,-1,0.60654478
1037.87,46.68679,-1,0.19984949
988,41.48564,1,0.314150627
837.32,46.0234,1,0.657110252
701.33,33.07149,1,0.231154601
635.81,20.74649,1,0.7385735
645.36,13.63952,-1,0.812155794
748.81,47.05063,1,0.85500557
667.83,17.75671,1,0.314345052
906.3,50.08323,-1,0.706168993
793.51,50.13603,-1,0.848269155
630.08,20.87298,1,0.001595529
603.37,14.60708,-1,0.237980792
985.1,36.73186,-1,0.21783456
907.75,47.72573,1,0.523216227
557.68,18.64921,1,0.157837441
735.37,46.59584,1,0.361400218
1027.22,40.45662,-1,0.431631069
740.17,47.13298,1,0.144167747
615.77,20.33269,1,0.919219834
902.92,51.75284,-1,0.690173334
893.26,47.06654,1,0.02259289
983.65,42.26422,1,0.746004443
932.87,43.49246,1,0.580855515
507.39,12.75106,1,0.753760338
968.65,40.13404,1,0.917721087
643.93,19.65802,1,0.251667432
777.16,45.39655,1,0.569369474
895.2,50.26003,-1,0.243768018
628.65,14.1887,-1,0.36499616
630.08,14.4254,-1,0.613625324
762.26,48.84185,-1,0.683039764
905.82,48.27734,1,0.895001035
653,12.84633,-1,0.256839124
976.87,34.7326,-1,0.699025835
668.3,12.45353,-1,0.165432531
1014.63,47.04103,1,0.543458682
932.39,45.74526,-1,0.09893456
507.86,11.81004,1,0.283937992
577.66,19.54603,1,0.697152934
1010.75,41.04832,-1,0.29483783
609.57,14.06157,-1,0.477122355
616.24,13.99988,-1,0.456721611
681.7,18.92156,1,0.147881491
592.41,13.70597,-1,0.764479475
757.46,46.30675,1,0.719855036
1000.59,37.38173,-1,0.626561208
941.09,43.21675,-1,0.096287601
735.37,45.69082,-1,0.848270868
551.51,13.35185,-1,0.129470132
745.45,46.39677,1,0.975824909
707.08,36.00176,1,0.974494706
1020.92,46.21428,1,0.487215292
725.3,43.44563,-1,0.020932747
919.34,45.63194,1,0.655133636
880.72,50.26426,-1,0.138347094
690.32,15.68897,-1,0.996947319
762.26,46.48073,1,0.579787749
581.94,20.25653,1,0.021604701
561.01,20.53391,1,0.643493983
1000.1,42.74845,1,0.951584488
1036.42,47.60955,1,0.349433053
771.39,48.39694,-1,0.112809876
756.98,48.5869,-1,0.42012618
836.84,51.92808,-1,0.210658187
554.83,12.34563,-1,0.776065946
594.8,20.24021,1,0.358598923
895.68,49.42347,1,0.207921067
833.46,50.53633,-1,0.177017509
657.78,12.74806,-1,0.070138117
694.63,19.48697,-1,0.587454522
897.13,47.41384,1,0.912879066
1040.78,48.76079,1,0.043563018
684.57,13.41292,-1,0.410636528
613.38,20.37709,1,0.521700667
718.11,38.75903,-1,0.546774114
968.65,38.40716,-1,0.31945929
742.09,46.75001,1,0.323996885
687.44,14.66811,-1,0.756555892
526.82,9.63184,-1,0.243337215
754.58,48.08352,-1,0.304593147
566.72,13.46148,-1,0.983064956
685.05,13.62194,-1,0.877142754
964.78,36.91116,-1,0.649467803
507.86,6.04991,-1,0.347430074
821.9,45.34156,1,0.968505019
700.85,31.58806,1,0.516708413
803.13,46.57462,1,0.899993577
784.85,46.69558,1,0.138353508
619.58,21.337,1,0.65705191
1028.19,46.49327,-1,0.088856659
580.04,14.20472,-1,0.467640208
836.36,46.10502,1,0.104352176
1014.14,45.07975,1,0.343436841
729.14,43.89799,-1,0.528980837
738.25,46.86342,1,0.777412565
1044.17,46.25411,-1,0.500623882
1019.47,42.85873,1,0.465319242
839.25,46.81985,1,0.196529129
569.09,20.38546,1,0.726295836
755.06,45.5985,1,0.71730301
640.11,20.14191,1,0.137504232
571.95,20.64392,1,0.547065985
901.95,47.99883,1,0.508003996
891.33,48.22619,1,0.972096074
675.96,18.42132,1,0.096268744
633.9,20.96843,1,0.599721917
865.28,45.88564,1,0.815862778
1002.04,40.34145,-1,0.519594603
782.45,45.99956,1,0.557150209
1027.7,49.67016,1,0.992459138
788.7,49.33058,-1,0.94359345
930.94,45.28338,1,0.633351998
847.44,50.23479,-1,0.853043788
979.78,36.05736,-1,0.681236407
991.87,41.1458,1,0.535042639
855.63,45.30015,1,0.589853526
795.91,50.21151,-1,0.628795333
584.32,19.98777,1,0.266846549
930.45,43.76697,1,0.36627133
812.76,51.6657,-1,0.892816656
573.85,13.91086,-1,0.694607218
579.08,20.67021,1,0.059235374
894.71,47.19821,1,0.665833018
882.65,51.15686,-1,0.945352874
995.26,42.99954,1,0.72980644
631.51,20.8764,1,0.174360673
892.3,47.83017,1,0.97862274
582.42,13.77104,-1,0.61404999
858.04,47.56284,1,0.937695497
623.88,20.53012,1,0.135502865
520.18,13.08892,1,0.760098315
720.5,42.4582,1,0.663386505
914.99,50.1574,-1,0.398178499
643.45,19.95115,1,0.553614671
1036.9,42.57639,-1,0.582381128
846.47,46.22265,1,0.192610544
974.94,40.59343,1,0.162810022
682.18,19.0527,1,0.288711026
803.13,50.96066,-1,0.329519258
1001.56,43.68837,1,0.835778186
764.66,48.51678,-1,0.309762764
931.9,44.84779,-1,0.470125604
623.88,14.20142,-1,0.230657687
863.35,50.45112,-1,0.84155625
827.68,51.17815,-1,0.850932814
812.76,45.98549,1,0.616456848
768.51,48.82918,-1,0.821443046
844.55,51.32591,-1,0.727308747
693.19,18.52088,-1,0.543990982
586.22,14.2782,-1,0.061349585
963.81,40.14621,1,0.472637843
799.76,45.67089,1,0.406501194
859.49,46.6053,1,0.824446654
1030.12,45.91809,1,0.893169314
1025.28,44.86356,1,0.027114425
795.43,50.14462,-1,0.876262775
540.58,11.38706,-1,0.225983965
927.07,48.24045,-1,0.839806426
725.78,43.88618,1,0.038761133
663.04,17.95646,1,0.048527555
952.21,40.87087,-1,0.296473635
705.64,30.7757,-1,0.112010014
703.73,29.83515,-1,0.893667925
879.27,45.96797,1,0.359499836
900.99,52.14334,-1,0.388796379
744.49,46.86781,1,0.512085686
968.17,40.1932,1,0.7033044
780.04,46.34146,1,0.617790604
525.87,14.58608,1,0.502959127
768.99,48.01465,-1,0.35328642
1005.43,44.55948,1,0.708147792
945.44,43.27806,-1,0.510250828
754.58,45.9788,1,0.683530263
700.37,30.89931,1,0.148858858
536.79,16.03509,1,0.350683169
791.1,50.0361,-1,0.976606447
874.93,51.00351,-1,0.989372931
861.42,50.62645,-1,0.945541874
904.37,47.93922,1,0.275149739
570.52,20.03833,1,0.167352703
553.88,18.81748,1,0.206606481
1016.56,44.8487,1,0.572774056
825.28,47.79269,1,0.368736723
606.71,14.17746,-1,0.055663547
691.27,16.90109,-1,0.901021902
824.31,45.59353,1,0.062151694
656.83,12.37337,-1,0.081957072
592.89,14.45706,-1,0.273118719
723.86,43.95604,1,0.074808429
1007.85,40.93666,-1,0.372313263
962.85,39.06573,1,0.176268248
868.65,47.59831,1,0.58209977
613.86,20.91894,1,0.121200024
857.08,50.26746,-1,0.032129566
817.57,46.44358,1,0.871919019
819.98,46.18473,1,0.544355954
669.26,18.0583,1,0.3332648
846.96,51.08462,-1,0.190256102
753.62,47.97353,-1,0.028313761
588.6,19.84465,1,0.271387635
537.26,16.59211,1,0.181452841
609.09,14.73699,-1,0.74531872
552.46,12.46352,-1,0.428565595
604.32,14.3775,-1,0.89573768
1045.62,47.11602,-1,0.007107037
1041.75,48.33931,1,0.883294569
714.27,37.87583,-1,0.169063456
824.79,49.34105,-1,0.105888895
671.17,18.26758,1,0.957711682
636.76,21.04357,1,0.875347775
660.65,18.16831,1,0.946343514
960.43,40.40853,1,0.41120404
706.12,31.44028,-1,0.764623148
684.57,19.97257,1,0.408965833
947.86,41.92123,1,0.059093635
558.16,19.53542,1,0.770915122
961.39,38.64692,-1,0.768495685
567.67,13.87427,-1,0.027502971
811.79,51.4922,-1,0.270377772
850.33,50.88379,-1,0.196410066
859.49,51.35024,-1,0.534406387
965.75,36.80115,-1,0.764804729
530.14,10.21484,-1,0.455548832
971.07,39.02831,1,0.326931808
