Wavelength,Work,label,0.727581795
1004.46,40.30753,-1,0.005362274
662.09,18.342,1,0.870272016
500.28,7.11877,-1,0.442279989
904.85,51.78426,-1,0.154266236
741.61,46.76414,-1,0.075084284
583.37,14.24236,-1,0.199708163
611,20.7517,1,0.38498072
636.76,14.65027,-1,0.772534548
676.91,12.78086,-1,0.704368726
663.52,12.87399,-1,0.732002842
585.75,14.3949,-1,0.714022945
908.23,48.43872,-1,0.772212155
839.25,49.9548,-1,0.446455255
979.78,39.88458,1,0.148847793
710.92,34.6532,-1,0.692617694
756.5,48.47738,-1,0.097740573
971.55,39.5044,1,0.647135945
1023.83,42.64816,1,0.603375382
895.68,48.56423,-1,0.553156021
543.43,16.67087,1,0.305615136
933.35,46.61644,-1,0.138186678
687.92,20.782,1,0.33418548
501.7,11.83711,1,0.882312487
533.94,10.34291,-1,0.924974642
872.03,46.94813,1,0.760771003
858.53,46.84586,1,0.372835043
801.69,50.70167,-1,0.24718281
649.66,18.36473,1,0.53883426
910.65,49.70848,-1,0.215819905
509.76,12.51224,1,0.905412075
832.98,49.88478,-1,0.636111747
966.23,39.93889,1,0.265584833
693.67,24.42032,1,0.640139355
962.36,38.19058,-1,0.819259867
593.84,20.22429,1,0.159417463
809.87,50.92165,-1,0.169374307
909.68,49.25864,-1,0.968644802
890.37,47.91869,1,0.22782488
949.79,42.11782,1,0.841776553
721.46,41.30151,-1,0.380132598
720.02,42.61524,1,0.45134351
936.74,45.70152,-1,0.422159185
908.72,51.17752,-1,0.283323506
812.28,46.53564,1,0.483083646
548.66,12.47632,-1,0.359346506
949.31,40.43781,-1,0.020779093
678.35,18.51311,1,0.710773904
830.57,45.85207,1,0.045856241
996.23,43.94048,1,0.329516991
744.97,46.45194,1,0.634627484
941.57,42.7826,1,0.398223204
982.68,36.75121,-1,0.412411055
522.55,9.22103,-1,0.129005668
948.34,41.45419,-1,0.457037767
933.84,44.75046,1,0.722927125
771.87,45.66345,1,0.558812413
951.72,42.00373,1,0.900136909
908.23,46.61267,1,0.58960575
798.8,50.43811,-1,0.149795782
826.24,46.6753,1,0.623760072
930.45,47.24629,-1,0.433544842
1024.8,45.29828,1,0.731557284
597.65,14.3178,-1,0.331801492
607.66,20.3717,1,0.602334948
1045.62,49.15539,1,0.377135057
898.57,48.22979,1,0.791748024
957.04,39.6093,1,0.087700946
704.21,34.84752,1,0.080519644
633.42,14.45852,-1,0.266155612
813.24,52.53349,-1,0.951260966
664.48,17.95041,1,0.603409585
545.81,12.48236,-1,0.774821288
572.42,20.61713,1,0.132902883
646.79,19.68928,1,0.369301415
523.5,13.81181,1,0.793460613
655.39,18.41429,1,0.762533503
696.06,27.42416,1,0.416872698
885.54,47.23186,1,0.948964536
707.56,36.61431,1,0.647854086
576.7,20.00402,1,0.095792159
807.94,51.531,-1,0.407066267
1034,40.40988,-1,0.384947147
629.6,14.44744,-1,0.420678834
722.9,43.10874,1,0.721933797
862.87,51.27817,-1,0.229726806
509.28,8.32404,-1,0.167744058
832.98,45.89952,1,0.522718484
753.14,48.22505,-1,0.184003631
503.13,6.35208,-1,0.96938058
697.02,21.88236,-1,0.585405975
780.52,49.28036,-1,0.917405503
943.5,43.51328,-1,0.828170419
935.29,47.67192,-1,0.017881627
1012.21,43.98498,1,0.919136517
537.26,11.01263,-1,0.59183925
701.33,27.0935,-1,0.342441709
1043.69,50.64832,-1,0.085302526
622.92,14.52276,-1,0.658478613
591.94,12.90051,-1,0.900494571
635.33,14.45753,-1,0.402828175
888.92,47.24313,1,0.710181687
664.96,12.25154,-1,0.230614017
960.91,37.93937,1,0.494968529
500.76,11.27819,1,0.672192298
1024.31,49.55489,1,0.175314802
656.83,18.31732,1,0.319101584
872.51,49.71921,-1,0.83201975
695.11,25.78413,1,0.630897894
566.72,19.38344,1,0.026086071
981.71,40.54502,1,0.615971494
955.11,41.18061,1,0.383346729
742.57,46.583,1,0.047272956
602.42,14.30138,-1,0.140865326
508.81,11.87511,1,0.287964949
665.91,18.05896,1,0.492389783
1009.3,46.00252,1,0.552987315
1047.56,46.73241,-1,0.501441998
532.52,10.90586,-1,0.756204731
679.31,18.79965,1,0.569627396
587.65,14.17186,-1,0.30203003
655.87,12.63201,-1,0.897466903
810.83,46.1483,1,0.583589476
667.35,12.17483,-1,0.939570987
884.09,51.91348,-1,0.751169389
1048.53,59.67665,1,0.265088861
749.77,45.77981,1,0.873064634
564.81,13.46665,-1,0.591393033
589.08,13.24144,-1,0.156109656
1043.2,41.20901,1,0.909113701
886.51,47.30621,1,0.287698739
816.61,46.59394,1,0.42529698
734.41,45.8711,-1,0.449920742
952.69,40.02616,-1,0.212306487
960.91,37.31261,-1,0.187893059
862.38,46.64469,1,0.169603987
827.2,51.8938,-1,0.251030253
572.42,13.72076,-1,0.673728698
898.09,52.03253,-1,0.129051787
878.3,49.25739,-1,0.677383882
690.8,16.24669,-1,0.414705287
974.45,36.1247,-1,0.599275927
722.9,41.53731,-1,0.355581324
991.39,41.03886,1,0.966777933
911.61,48.00136,-1,0.067607819
570.04,13.7039,-1,0.946620456
955.11,39.67125,-1,0.84752281
743.05,47.16582,-1,0.168244441
564.81,20.37895,1,0.269362447
786.29,46.14215,1,0.363551221
1020.92,40.79269,-1,0.773307545
620.54,20.68511,1,0.179337704
626.26,21.49147,1,0.104420749
923.69,48.30038,-1,0.406316009
591.94,20.40134,1,0.00708206
839.73,47.41415,1,0.183955888
1033.03,44.51354,-1,0.997136109
665.43,12.57177,-1,0.223516217
1044.66,43.44497,-1,0.428926682
681.22,19.07294,1,0.293260883
1018.02,34.65217,-1,0.63275142
906.78,48.21158,1,0.971986916
1030.12,45.77067,-1,0.923544944
1012.21,39.87967,-1,0.050223445
628.65,20.90302,1,0.46167209
1040.78,46.44975,-1,0.871292985
1042.72,41.06436,-1,0.484868734
733.45,45.00961,1,0.233830323
575.75,20.18325,1,0.724939427
1049.99,50.63311,1,0.247429933
790.62,49.45912,-1,0.57612386
664.96,17.82625,1,0.781109006
754.1,47.30057,-1,0.792764888
686.97,20.52085,1,0.920455965
1035.94,47.3811,1,0.479350848
849.37,46.70038,1,0.211254472
992.36,38.31499,-1,0.876052506
525.87,10.05854,-1,0.759020514
832.02,49.92772,-1,0.181469456
948.34,41.38388,1,0.490060594
805.54,46.58314,1,0.290719794
538.21,16.426,1,0.578505774
585.27,14.38578,-1,0.497594066
523.5,9.90548,-1,0.716468309
887.47,46.36541,1,0.938732331
772.83,46.37843,1,0.328673678
957.53,37.46219,-1,0.793255157
869.62,49.78188,-1,0.833928827
700.85,26.25026,-1,0.381350556
917.89,47.30321,1,0.81122825
571,13.9601,-1,0.851763483
950.76,41.52341,1,0.71278192
978.81,37.74018,-1,0.229991856
808.91,46.73768,1,0.334461787
596.22,19.98287,1,0.154313756
1036.42,40.47937,-1,0.284715834
813.72,46.25429,1,0.016058653
650.62,18.66585,1,0.551823565
793.99,46.02874,1,0.269432228
620.06,20.76833,1,0.355420631
964.3,39.81276,1,0.396286223
600.04,20.32497,1,0.848920396
873.48,50.48691,-1,0.02275192
674.04,17.7267,1,0.619160096
680.74,13.02389,-1,0.970508466
680.26,12.74443,-1,0.14881516
1022.37,46.21068,1,0.627058045
512.13,12.1353,1,0.912625464
842.62,46.37565,1,0.608175223
937.22,45.85332,-1,0.847137036
814.68,45.82391,1,0.262906421
994.78,39.19893,-1,0.628090404
708.52,33.27463,-1,0.389801567
1001.07,38.85415,-1,0.967286343
689.36,21.36692,1,0.642798685
550.08,17.88696,1,0.321174287
631.99,21.16008,1,0.065541937
856.6,51.32495,-1,0.871738989
585.75,20.14304,1,0.021259104
853.71,49.72888,-1,0.445454594
938.19,44.93985,-1,0.375359982
516.87,12.67802,1,0.206187613
881.68,47.88968,1,0.883101668
850.81,50.61229,-1,0.071688421
747.37,48.20834,-1,0.02343141
1013.66,47.10057,1,0.683773881
759.86,48.46021,-1,0.753995876
792.55,46.4609,1,0.862279442
938.19,44.04987,1,0.098027987
1021.89,35.9536,-1,0.106013016
747.85,48.71313,-1,0.355467532
518.76,13.196,1,0.474773045
883.13,52.09511,-1,0.258683669
580.51,20.36869,1,0.771425327
1005.91,45.1149,1,0.898123862
650.14,18.69242,1,0.47240299
1046.11,52.86522,1,0.200147257
876.37,46.06149,1,0.747915631
838.76,50.40544,-1,0.535417113
885.06,47.5352,1,0.212240319
887.95,48.51813,1,0.893976947
532.99,16.60789,1,0.274193991
614.34,20.91802,1,0.578669396
949.79,38.96416,-1,0.22933363
899.54,47.74762,1,0.48385451
636.29,14.89721,-1,0.674263849
675.48,12.5616,-1,0.426692261
794.95,46.14744,1,0.602945253
878.79,50.53875,-1,0.87538559
1039.33,41.97332,-1,0.019323948
588.13,13.62249,-1,0.25864019
673.57,12.0003,-1,0.563052678
758.9,48.51505,-1,0.833792098
818.05,46.64959,1,0.393514484
522.08,12.97245,1,0.178040617
1031.09,48.61013,1,0.492452163
732.02,45.60251,1,0.579227118
689.84,15.93769,-1,0.332245023
760.34,46.35422,1,0.906537179
1045.14,49.86956,1,0.462048954
638.2,14.57634,-1,0.284510354
978.33,41.32553,1,0.80835658
943.99,43.83179,-1,0.379906811
650.14,13.45352,-1,0.281159344
727.7,44.17586,-1,0.10604174
952.69,40.33397,1,0.245196364
758.42,45.56068,1,0.283084214
1010.75,46.65813,1,0.117634139
920.31,46.78884,-1,0.505369937
724.82,42.68568,-1,0.395027887
692.71,24.49226,1,0.240924675
943.99,41.82936,1,0.465130272
828.17,51.73302,-1,0.927363092
679.79,13.28868,-1,0.86542245
982.68,38.3574,1,0.092971136
503.6,7.04908,-1,0.82800489
962.36,39.56132,1,0.402932133
1044.17,46.6217,1,0.968568871
845.03,45.42283,1,0.943438089
1013.17,45.10144,1,0.184674069
958.98,35.53229,-1,0.180125253
514.02,12.31335,1,0.117098654
1016.56,41.01885,-1,0.979924285
533.46,10.42986,-1,0.970798194
764.18,46.29564,1,0.777930501
761.78,48.10055,-1,0.50203343
585.27,19.96699,1,0.742003382
922.24,46.5289,1,0.606122819
568.14,13.65249,-1,0.532208531
934.32,44.4976,1,0.74516343
709.48,37.54454,1,0.203439848
504.07,10.48887,1,0.557066344
621.01,14.45794,-1,0.6586539
1031.09,42.70705,-1,0.701703991
521.61,14.94947,1,0.608608537
506.91,8.10262,-1,0.243598829
758.9,46.2922,1,0.883990998
820.46,52.91277,-1,0.534504836
520.18,8.57858,-1,0.916512559
760.34,47.44569,-1,0.940441154
900.99,48.0467,1,0.205786255
670.22,18.0167,1,0.779558142
711.4,35.67075,-1,0.662410509
984.62,37.51428,-1,0.833392094
672.13,12.17709,-1,0.455131303
777.16,48.97484,-1,0.106496421
788.22,46.26275,1,0.09602563
699.9,30.73109,1,0.696155542
1015.6,46.34504,1,0.494643778
861.9,46.14907,1,0.105851237
734.89,44.95735,-1,0.202338472
739.69,46.9558,1,0.567222162
767.07,46.73667,1,0.509868009
914.99,46.82158,1,0.018765731
991.87,39.16279,-1,0.07767093
621.49,14.26948,-1,0.784710592
549.61,17.6123,1,0.981851162
560.06,19.65692,1,0.38215662
935.29,44.86906,1,0.894943511
638.67,14.19532,-1,0.863569732
1039.33,44.29221,1,0.956104165
780.52,45.71339,1,0.246147733
922.72,48.89999,-1,0.806161617
856.12,46.0017,1,0.657451009
977.36,35.41811,-1,0.468172538
713.79,36.58767,-1,0.091096584
1034.48,40.77321,-1,0.980004596
635.33,21.17927,1,0.72869722
784.37,50.93746,-1,0.578345353
1019.47,41.87913,-1,0.91811563
929,44.74779,1,0.967736967
790.62,45.97072,1,0.762667314
627.22,20.73995,1,0.710608667
720.98,41.04385,-1,0.460282286
743.05,46.90175,1,0.772363286
914.51,45.25323,1,0.844283898
1029.64,45.77833,-1,0.806983626
813.24,47.41751,1,0.059159222
950.76,40.21877,-1,0.68696136
730.58,44.53588,-1,0.090702611
675,12.84839,-1,0.373186388
677.87,12.46754,-1,0.792111266
620.54,14.69308,-1,0.089801567
919.34,48.47954,-1,0.352236878
851.78,46.09968,1,0.675756359
713.31,36.7862,-1,0.237266045
560.54,13.30719,-1,0.510848316
659.22,12.88207,-1,0.768900571
736.33,46.46785,1,0.443052543
789.66,45.73168,1,0.410598463
1003.98,39.419,-1,0.719249714
980.26,37.98459,-1,0.435205979
531.57,15.53495,1,0.499074881
837.8,45.53901,1,0.589281421
514.5,8.35016,-1,0.936193779
928.52,49.17643,-1,0.116095994
816.13,47.14907,1,0.632625808
932.87,46.38915,-1,0.159522319
674.52,12.55663,-1,0.506350734
761.3,46.0369,1,0.443499884
978.81,40.08962,1,0.025491293
969.62,36.15075,-1,0.922551397
514.5,12.17954,1,0.958323976
712.35,39.95047,1,0.246684342
703.73,34.33457,1,0.966308158
542.48,12.38928,-1,0.079367607
759.38,48.64647,-1,0.014333678
649.18,18.99757,1,0.887678052
561.49,13.86692,-1,0.386147331
958.49,40.61877,1,0.248959685
998.17,38.97133,-1,0.864746076
656.35,12.63747,-1,0.059138218
798.8,46.67128,1,0.713404749
912.58,47.15675,1,0.994127447
821.42,51.45268,-1,0.197057303
765.14,45.71566,1,0.223371569
776.68,48.71657,-1,0.652562815
562.91,19.81063,1,0.594470185
541.53,17.03034,1,0.093651164
972.52,35.76304,-1,0.438309841
783.89,46.02687,1,0.035764061
781,45.89509,1,0.102848981
624.83,14.16959,-1,0.944305795
545.81,17.06268,1,0.08406091
806.98,51.94439,-1,0.787370239
571,19.85023,1,0.212967133
706.12,35.71201,1,0.616633337
720.5,40.56217,-1,0.57534697
1009.78,40.22572,-1,0.102028957
996.71,43.84407,1,0.565351204
1042.72,46.05385,1,0.242209977
835.39,50.51742,-1,0.624250223
1046.11,44.53681,-1,0.167155234
849.85,47.34922,1,0.343774404
859.01,45.95682,1,0.654138098
525.4,13.83431,1,0.21422612
819.98,52.51923,-1,0.471694942
989.94,41.54068,1,0.870242087
641.54,19.92496,1,0.674810354
977.36,40.20672,1,0.687573065
511.18,11.33091,1,0.191567741
651.57,12.67832,-1,0.664944765
1038.84,45.09758,-1,0.369577983
596.7,13.91974,-1,0.840823328
741.13,46.24995,1,0.937144971
507.39,7.0878,-1,0.352881088
883.61,46.40575,1,0.472477799
833.46,47.898,1,0.30763712
581.94,13.85183,-1,0.98761801
971.55,38.60911,-1,0.092261551
551.98,12.14074,-1,0.79109292
649.66,12.90572,-1,0.745154047
793.03,51.26902,-1,0.524288657
616.72,14.62166,-1,0.272539841
825.76,50.76283,-1,0.080189682
841.17,50.2808,-1,0.135421041
892.78,51.48036,-1,0.50198332
830.09,51.40496,-1,0.563215888
555.31,18.21244,1,0.906140792
810.35,51.31737,-1,0.871815144
553.88,12.63716,-1,0.053660939
1031.58,48.67961,1,0.832363092
1004.94,43.88022,1,0.266722052
997.68,37.01996,-1,0.637000639
845.99,46.29914,1,0.359492172
731.06,45.97619,-1,0.478310761
1018.02,45.7551,1,0.095608678
686.01,20.28567,1,0.781959303
660.65,12.40433,-1,0.440183234
984.13,41.92771,1,0.341608469
537.74,10.87695,-1,0.043526549
854.67,51.45945,-1,0.052360523
828.65,46.32436,1,0.696825817
1002.52,41.37621,1,0.20400211
1008.33,39.02575,-1,0.375978687
710.92,38.33495,1,0.075022714
867.69,49.92646,-1,0.661111334
974.45,42.25629,1,0.010787886
903.89,50.31357,-1,0.933820361
800.24,51.64325,-1,0.454824825
741.61,46.53723,1,0.266443741
625.31,21.15016,1,0.648287987
586.22,20.57359,1,0.905436277
770.43,48.38289,-1,0.737624359
663.52,18.18415,1,0.648701137
615.77,14.09458,-1,0.934323665
1030.61,53.03719,1,0.509480703
973.97,37.85893,-1,0.998544617
574.8,13.97404,-1,0.814257494
519.71,12.73795,1,0.515465567
607.18,20.40148,1,0.555283637
953.17,41.09704,1,0.060458843
752.17,48.14853,-1,0.213848006
776.2,45.15553,1,0.877191175
797.84,50.81754,-1,0.650855336
508.34,12.46498,1,0.917943034
1034,48.49647,1,0.39730485
824.79,46.02212,1,0.055956564
983.65,38.06828,-1,0.233180475
510.23,7.63178,-1,0.422018413
956.56,37.71507,-1,0.206253724
860.46,46.39536,1,0.146441247
687.44,20.67235,1,0.875897473
733.45,44.7059,-1,0.574172638
821.9,51.89716,-1,0.521506573
773.31,45.96897,1,0.784600723
871.07,51.56532,-1,0.032794306
657.31,12.53703,-1,0.878825502
1029.15,44.5009,-1,0.632094103
568.14,19.22527,1,0.347654484
905.33,47.94502,1,0.840638011
975.91,40.70871,1,0.711562203
529.19,15.76194,1,0.57807942
537.74,15.87694,1,0.795619823
660.17,12.52852,-1,0.933090421
929,45.85176,-1,0.623072236
873.96,46.563,1,0.180484995
1026.73,46.55016,1,0.677277044
903.4,47.11182,1,0.099717591
599.08,13.65694,-1,0.343635663
521.13,14.89475,1,0.155858362
707.56,32.35059,-1,0.66262855
772.83,49.07298,-1,0.878601423
949.31,43.06342,1,0.990182739
917.41,48.25346,-1,0.725897214
696.06,20.93824,-1,0.487742382
634.85,14.35073,-1,0.145435963
686.49,20.26904,1,0.369881771
923.69,45.10548,1,0.883193027
703.25,27.99294,-1,0.703552732
676.91,18.22251,1,0.19663254
543.91,16.19672,1,0.395052518
874.44,46.96723,1,0.041940555
911.13,46.36949,1,0.953521321
653.48,18.53178,1,0.731958153
730.58,45.45211,1,0.430502685
692.23,23.33457,1,0.313833336
721.46,42.73655,1,0.865243274
973.97,40.35703,1,0.492103428
659.7,12.26295,-1,0.250395879
528.25,14.783,1,0.743423014
815.16,47.01255,1,0.924496698
774.75,46.92748,1,0.994627282
919.82,48.76004,-1,0.554675794
522.55,14.21592,1,0.696907707
717.15,38.68089,-1,0.482131182
792.55,50.66742,-1,0.521845968
827.2,46.6372,1,0.623999609
877.82,49.58317,-1,0.419652537
801.21,46.2463,1,0.272830835
860.94,46.36635,1,0.874357201
920.31,46.78257,1,0.713656497
940.12,43.24383,-1,0.479943236
796.88,47.31323,1,0.816781603
588.13,19.66611,1,0.202498751
1016.08,47.07396,1,0.51529242
557.21,12.87878,-1,0.132914778
577.18,13.10657,-1,0.924648084
584.8,20.47723,1,0.317803947
775.24,45.92152,1,0.058736301
879.27,49.35954,-1,0.458744893
520.66,13.24616,1,0.206988796
592.41,19.90341,1,0.982639927
847.92,46.06793,1,0.831392236
708.52,37.46792,1,0.419783848
695.11,19.94465,-1,0.207353156
859.97,50.72703,-1,0.95121708
764.18,48.31982,-1,0.151887841
743.53,46.53743,1,0.691585618
858.04,51.03699,-1,0.345332149
765.62,46.50684,1,0.557534679
566.24,14.31305,-1,0.25640871
679.79,18.6237,1,0.985402915
831.54,50.07084,-1,0.926456438
1033.51,47.06427,-1,0.293506897
745.45,47.31684,-1,0.659574137
968.17,38.14323,-1,0.906592066
674.04,12.49344,-1,0.846698142
737.29,46.54972,-1,0.624879716
965.26,40.33911,1,0.883540809
608.61,14.89224,-1,0.632320131
1023.34,37.39334,-1,0.275701979
966.23,35.9393,-1,0.33163352
621.49,20.75163,1,0.340791427
593.84,13.56783,-1,0.28487875
972.04,41.6338,1,0.165799429
879.75,46.52246,1,0.417390662
1012.69,38.84275,-1,0.365016499
886.02,50.71423,-1,0.448483896
993.33,36.46609,-1,0.140055857
742.09,46.57119,-1,0.904403531
899.54,48.90111,-1,0.247801359
528.72,9.91808,-1,0.465719711
909.2,46.5551,1,0.502844578
740.65,46.69121,-1,0.523075868
946.4,42.48942,1,0.054195361
500.28,12.76783,1,0.043534553
1017.53,46.31371,1,0.759081455
767.55,45.04932,1,0.367758057
870.1,50.19465,-1,0.680471544
608.14,14.04911,-1,0.579465997
835.87,50.74375,-1,0.466250619
812.28,50.88354,-1,0.928516366
608.14,20.30358,1,0.76646983
601.47,20.97859,1,0.357236337
915.48,46.73557,1,0.151006287
602.9,20.43389,1,0.123815035
1032.06,48.4778,1,0.256680794
950.27,42.26102,-1,0.969919115
799.28,51.44321,-1,0.378396908
715.23,37.55161,-1,0.207056596
772.35,46.25726,1,0.639076574
939.15,44.93656,-1,0.198855029
957.04,39.3741,-1,0.220988943
913.54,48.93956,-1,0.444860233
802.17,51.09436,-1,0.526071916
936.25,42.85601,1,0.558892565
532.04,15.53307,1,0.802383443
678.35,12.70374,-1,0.309995759
1035.45,43.41701,-1,0.876888771
751.69,48.37767,-1,0.306828872
841.66,47.20388,1,0.608366848
576.7,13.11132,-1,0.67070173
980.74,39.75582,1,0.032416558
652.53,13.18036,-1,0.058092147
984.13,35.08426,-1,0.224297298
609.57,20.92146,1,0.318011467
696.54,21.92044,-1,0.427336159
655.39,12.99587,-1,0.308314555
734.89,45.92975,1,0.665114101
536.31,11.32341,-1,0.190249149
884.58,49.97358,-1,0.442754285
560.06,13.18544,-1,0.436513627
694.63,26.2192,1,0.722837499
784.85,51.20531,-1,0.308174159
614.81,14.1765,-1,0.646724122
940.6,43.28564,-1,0.194514163
915.96,46.46012,1,0.818356556
705.17,35.40476,1,0.909576154
579.56,19.46387,1,0.907342083
582.42,19.35242,1,0.052640678
565.29,13.62168,-1,0.98276811
563.39,13.80463,-1,0.601492946
971.07,35.00558,-1,0.578273124
749.77,48.04791,-1,0.394174851
746.41,46.15904,1,0.624753915
969.13,34.85647,-1,0.376446493
1021.41,39.15601,-1,0.730985902
559.58,20.11068,1,0.078703586
887.95,52.9616,-1,0.090888173
915.48,47.68858,-1,0.309205906
578.61,14.42564,-1,0.392644178
926.11,45.83607,1,0.45789241
941.57,42.22688,-1,0.081342593
795.43,45.61597,1,0.718531492
879.75,50.26653,-1,0.413038116
998.65,41.36799,1,0.144989941
684.09,13.30164,-1,0.879835573
768.99,45.56487,1,0.365266452
964.78,41.39929,1,0.70174014
833.95,45.94787,1,0.123573853
567.67,20.4977,1,0.122034719
518.76,8.53006,-1,0.518205288
911.13,50.01587,-1,0.201471338
849.37,51.38788,-1,0.531696774
676.44,12.37017,-1,0.826056832
1034.97,51.18357,1,0.765352202
756.02,47.39561,-1,0.308056102
637.24,20.83863,1,0.219675956
547.23,12.46523,-1,0.535479368
948.82,42.08981,-1,0.156235005
577.66,13.6768,-1,0.814501816
1027.7,40.53226,-1,0.590839768
831.06,46.29776,1,0.673965613
538.21,11.75239,-1,0.76621619
959.46,38.62968,-1,0.94970314
1010.27,43.2892,-1,0.970118593
937.7,45.55541,-1,0.624457363
526.35,15.0349,1,0.974802325
752.17,46.34314,1,0.85565532
569.57,14.15087,-1,0.510689806
829.13,49.26344,-1,0.416683579
773.31,50.62251,-1,0.955704683
737.77,46.69834,1,0.304102641
683.61,19.31838,1,0.050370841
695.58,20.43052,-1,0.552497867
1017.05,48.19909,1,0.341663262
918.86,45.60695,1,0.642297929
1049.02,52.08799,1,0.133829785
714.75,40.77453,1,0.387042154
976.39,40.80857,1,0.940123244
747.37,46.80997,1,0.175513583
566.24,19.52719,1,0.034142106
886.51,50.58549,-1,0.49689898
943.02,42.19832,1,0.059994661
953.17,39.73297,-1,0.608458911
1018.98,48.57088,1,0.465951761
862.38,49.69659,-1,0.333397734
586.7,19.56724,1,0.697043075
602.9,14.11405,-1,0.666476057
822.39,51.37219,-1,0.71750631
884.58,47.51452,1,0.746910644
896.16,51.49606,-1,0.745578264
645.36,19.4562,1,0.611590681
1021.41,45.3821,1,0.243100947
520.66,8.98773,-1,0.369262753
868.65,49.99162,-1,0.44776952
997.68,43.36294,1,0.621820298
862.87,46.38976,1,0.520484564
611.48,14.37409,-1,0.410897132
976.87,40.66622,1,0.780059655
1043.69,47.98746,1,0.267414531
669.74,17.83779,1,0.623338028
778.6,49.37489,-1,0.421916944
781.49,49.49487,-1,0.444013665
788.7,46.17579,1,0.960722843
728.18,44.10925,-1,0.087948066
1028.67,41.44824,-1,0.211153207
918.38,46.26394,1,0.978330843
1023.34,48.59743,1,0.0575814
895.2,48.62561,1,0.703070059
698.46,23.71203,-1,0.917541812
1040.3,42.55612,-1,0.474715896
738.25,47.02301,-1,0.185079061
693.19,24.61899,1,0.514817319
582.89,14.07698,-1,0.282825997
644.88,19.74407,1,0.33672402
688.88,21.57664,1,0.661417602
923.21,47.06188,-1,0.059305173
903.4,49.887,-1,0.242135011
872.51,45.96437,1,0.214047718
840.69,49.73216,-1,0.255154418
690.32,22.69369,1,0.629294418
698.46,28.9449,1,0.418620961
878.3,47.37276,1,0.371380222
732.97,46.03222,1,0.777279365
629.6,20.87887,1,0.083609172
926.59,46.03137,1,0.318746982
800.24,46.12556,1,0.603168364
594.32,20.16869,1,0.813764695
1038.36,45.32055,1,0.445121673
515.44,12.47428,1,0.190931076
542.96,12.41455,-1,0.972755324
741.13,47.28568,-1,0.2680371
723.38,41.63192,-1,0.836388155
777.64,46.13114,1,0.204768823
512.13,7.85753,-1,0.940653668
857.56,50.89949,-1,0.406107644
792.06,50.74346,-1,0.023829628
728.18,46.48297,1,0.884969768
640.58,14.05996,-1,0.593913442
568.62,13.79974,-1,0.626136298
702.29,32.94259,1,0.388054971
1006.88,43.60249,1,0.930140626
605.28,14.46451,-1,0.514093044
760.82,46.45527,1,0.94258784
610.04,21.19182,1,0.508720593
902.44,47.24302,1,0.054628541
1001.56,40.18583,-1,0.817662768
1014.14,42.79966,-1,0.746057587
718.11,41.72952,1,0.666247694
661.61,17.97046,1,0.187058703
870.58,46.7408,1,0.71176792
918.86,48.12915,-1,0.279883244
600.51,13.98306,-1,0.557354102
653.96,12.54307,-1,0.401298863
853.71,47.26512,1,0.491249807
877.82,46.17574,1,0.34398148
886.99,48.10456,1,0.266667918
680.74,19.44994,1,0.10031313
954.62,38.41483,-1,0.440150284
1047.08,42.81585,-1,0.885409218
864.31,50.87049,-1,0.767011753
598.13,20.98167,1,0.820179603
598.61,20.41216,1,0.977566816
870.1,47.18273,1,0.341493806
1016.08,37.43212,-1,0.423146206
652.05,12.66601,-1,0.897916125
763.7,49.05141,-1,0.403959224
815.16,52.29586,-1,0.928439553
667.83,12.501,-1,0.994954711
543.91,11.75818,-1,0.016835005
603.85,20.54821,1,0.54774227
710.44,37.91439,1,0.971711303
845.03,52.06171,-1,0.22090363
504.55,11.82546,1,0.201581533
954.62,39.9862,1,0.445793167
580.99,13.87981,-1,0.417774828
601.47,14.37024,-1,0.058820145
1015.6,37.434,-1,0.958550485
961.88,36.24281,-1,0.679342104
574.33,14.15953,-1,0.257490061
923.21,47.22805,1,0.987423168
882.16,50.11636,-1,0.344086875
789.66,49.55154,-1,0.592514692
621.97,14.68494,-1,0.719957585
740.17,46.0111,-1,0.199261129
711.87,38.55774,1,0.366525642
628.17,20.96569,1,0.525016217
604.32,21.01291,1,0.229893269
516.39,12.75105,1,0.390776807
584.32,14.23567,-1,0.955157907
952.21,41.19896,1,0.925575547
810.35,47.46114,1,0.525316047
819.5,48.35422,1,0.609944021
970.58,36.42502,-1,0.939794263
925.62,47.30622,1,0.391484347
939.15,45.38743,1,0.825950858
530.62,15.43615,1,0.094338656
677.39,12.29867,-1,0.048831263
714.75,37.48456,-1,0.90581073
849.85,50.57955,-1,0.451732766
544.86,12.29487,-1,0.879876743
793.03,46.36471,1,0.205457361
548.18,17.84455,1,0.678763368
822.87,51.05969,-1,0.980255395
860.46,50.32908,-1,0.100778806
519.24,13.08499,1,0.468628866
727.7,44.69789,1,0.885937356
843.1,46.87661,1,0.040223064
1025.28,40.12644,-1,0.165811422
787.26,45.87736,1,0.90639557
876.37,50.72789,-1,0.986902793
803.61,51.30495,-1,0.316654478
1031.58,49.30388,-1,0.455884907
830.09,46.52861,1,0.805630123
867.21,50.45731,-1,0.357146977
936.74,44.65834,1,0.276192483
563.39,19.94883,1,0.951724465
547.23,17.98727,1,0.561788654
666.39,12.43162,-1,0.624759175
727.22,43.98229,-1,0.559803885
625.78,20.63798,1,0.468094775
529.67,15.0209,1,0.455686755
801.69,46.77896,1,0.601052926
956.08,39.88602,1,0.869267917
1020.44,45.26895,1,0.253247487
